ID,Beschreibung,Kategorie ID,Kategorietext,Unterkategorie ID,Unterkategorietext,Ticket Label,Abteilung Label,Produkt Label,Priorität,Status,Angelegt Am,Angelegt Von,Geändert Am,Geändert Von,Auftraggeber,Meldender,Support Team,Bearbeiter,Erste Nachricht,Letzte Nachricht
2000015289,System is unavailable! ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,1. Level , , ,1: sehr hoch ,E0005 Lösungsvorschlag ,2024.04.23	14:17:52,U2GB006UJ1 ,2024.04.24	16:16:16,H2851FE1 ,U2GB006 Loughborough University ,U2GB006UJ1 Herr Uchitha Jayawickrama ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	14:17:52,2024.04.24	16:05:17
2000015290,Verhalten SE80 bei ANlagen von Entw.obje,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_ERP_SFE ,Systemfehler ,2. Level ,Applikation ,Entwicklungssystem bzw. Mandant ,3: mittel ,E0002 In Bearbeitung ,2024.04.23	15:52:07,H2941JK1 ,2024.04.24	08:55:26,H2941JK1 ,H2941 EDV-Schulen des Landkreises Deggendorf ,H2941JK1 Herr Josef Kerscher ,0000040551 APP Applikation ,H2851AF4 Frau Ann-Christin Fleischle,2024.04.23	15:52:07,2024.04.24	08:55:26
2000015291,S08 über Browser nicht erreichbar ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0003 Kundenaktion ,2024.04.23	16:02:27,H2702AR1 ,2024.04.23	16:16:16,H2851US4 ,H2702 Hochschule für Technik Stuttgart ,H2702AR1 Herr Alexander Rausch ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.23	16:02:27,2024.04.23	16:16:16
2000015292,Where is the SAP GUI Download? ,ZSD_SR_GUI ,SAP GUI , , ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.23	16:17:51,U2GR013NM2 ,2024.04.24	19:26:09,U2GR013NM2 ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013NM2 Herr Nikos Mylonopoulos ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	16:17:51,2024.04.24	19:26:09
2000015293,Ausfall Webservices (HTTP 503) ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level ,Basis ,UCC Hardware ,2: hoch ,E0005 Lösungsvorschlag ,2024.04.23	19:57:37,H2941SH2 ,2024.04.25	09:18:25,H2851FE1 ,H2941 EDV-Schulen des Landkreises Deggendorf ,H2941SH2 Herr Stefan Heitzer ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	19:57:37,2024.04.25	09:18:25
2000015294,S4/Hana WebGui ist nicht erreichbar ,ZSD_SR_S4SCH ,sap4school , , ,2. Level ,Basis ,UCC Hardware ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.23	20:47:43,H2334LW1 ,2024.04.24	11:21:50,H2851FE1 ,H2334 Berufskolleg Schloß Neuhaus BKSN ,H2334LW1 Frau Lucia Westhoff ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	20:47:43,2024.04.24	11:21:43
2000015295,Urgent: System access issue ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Basis ,UCC Hardware ,1: sehr hoch ,E0005 Lösungsvorschlag ,2024.04.23	23:07:33,U2AU002SB1 ,2024.04.24	15:45:53,H2851FE1 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	23:07:33,2024.04.24	15:45:30
2000015296,Webbasierter Zugriff (WEBGUI FIORI) ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Applikation ,GBI ,2: hoch ,E0008 Quittiert ,2024.04.24	07:06:59,H2361NK1 ,2024.04.24	15:17:30,H2361NK1 ,H2361 Hochschule Fulda ,H2361NK1 Herr Norbert Ketterer ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	07:06:59,2024.04.24	14:29:46
2000015297,Systemverfügbarkeit - SAPGUI Zugang ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	08:02:25,U2IT017MH1 ,2024.04.24	11:41:19,H2851FE1 ,U2IT017 Libera Università di Bolzano - ,U2IT017MH1 Herr Matthias Heiler ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	08:02:25,2024.04.24	11:41:11
2000015298,Kein Zugang zu Web ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.24	08:26:44,H2859FM1 ,2024.04.24	15:20:30,H2851FE1 ,H2859 Staatliche Berufsschule Eichstätt ,H2859FM1 Herr Felix Michahelles ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	08:26:44,2024.04.24	08:42:10
2000015299,Web GUI ZUgang funktioniert nicht ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	09:07:22,H2808HD1 ,2024.04.24	11:23:32,H2851FE1 ,H2808 Staatsinstitut für Schulqualität und Bildungsforschung München - ISB ,H2808HD1 Herr Harald Decker ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	09:07:22,2024.04.24	11:23:22
2000015300,Error on remote logon ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_HUD ,H/U-User für Dozenten ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	09:10:26,U2RO003LH1 ,2024.04.24	15:58:23,H2851FE1 ,U2RO003 West University of Timisoara ,U2RO003LH1 Frau Luminita Hurbean ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	09:10:26,2024.04.24	15:58:10
2000015301,Mandant 903 nicht mehr erreichbar? ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	09:17:08,H2671TG1 ,2024.04.25	08:57:20,H2851FE1 ,H2671 Hochschule Worms ,H2671TG1 Herr Tobias Güthinger ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	09:17:08,2024.04.24	15:24:32
2000015302,Mandant 709 nicht erreichbar - ,ZSD_SR_HANA ,SAP HANA ,ZSD_SR_HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.24	10:47:10,H2447SK1 ,2024.04.25	08:31:03,H2447SK1 ,H2447 Konrad-Klepping-Berufskolleg der Stadt Dortmund ,H2447SK1 Herr Stefan Koböke ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.24	10:47:10,2024.04.25	08:31:03
2000015303,System Erreichbarkeit ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	11:31:54,H2531OK1 ,2024.04.24	14:24:12,H2851FE1 ,H2531 Hochschule Bonn-Rhein-Sieg ,H2531OK1 Frau Olga Kreider ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	11:31:54,2024.04.24	14:24:02
2000015304,system down - ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	12:20:05,U2GR002AK3 ,2024.04.25	08:56:53,H2851FE1 ,U2GR002 Athens University of Economics and Business AUEB ,U2GR002AK3 Frau Aggeliki Kostaki ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	12:20:05,2024.04.24	17:50:50
2000015305,URL - Fiori not working ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	13:44:51,U2IE001RB1 ,2024.04.24	15:07:42,H2851FE1 ,U2IE001 Waterford Institute of Technology ,U2IE001RB1 Frau Ruth Barry ,0000000044 UCC UCC Supportteam ,H2851FE1 Herr Florian Eckhard,2024.04.24	13:44:50,2024.04.24	15:07:34
2000015306,Portal access on Chrome - ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_EMEA ,EMEA Portal / UAC ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	13:51:36,U2IE001RB1 ,2024.04.24	15:36:57,H2851US4 ,U2IE001 Waterford Institute of Technology ,U2IE001RB1 Frau Ruth Barry ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	13:51:36,2024.04.24	15:36:57
2000015307,S77 und S06 nicht erreichbar ,ZSD_SR_IDES ,SAP ERP IDES ,ZSD_SR_IDES_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0008 Quittiert ,2024.04.24	13:53:02,H2861BG1 ,2024.04.24	16:41:26,H2851US4 ,H2861 Hochschule Augsburg ,H2861BG1 Frau Barbara Götting ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	13:53:02,2024.04.24	16:30:30
2000015308,S/4 Upgrade from ver 4.1 to 4.2 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SR ,Systemrücksetzung ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.24	14:06:38,U2IL011DD1 ,2024.04.24	14:32:20,H2851US4 ,U2IL011 Ono Academic College ,U2IL011DD1 Herr David Danieli ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	14:06:38,2024.04.24	14:32:20
2000015309,Portal nicht erreichbar ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.24	16:07:30,H2851US4 ,2024.04.24	16:07:30,H2851US4 ,H2353 Wilhelm-Knapp-Schule (WKS) ,H2353BB1 Herr Björn Borkott ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	16:07:30,2024.04.24	16:07:30
2000015310,Verbindung mit Fiori ist nicht möglich ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.24	16:28:42,H2781HK1 ,2024.04.25	11:18:15,H2781HK1 ,H2781 Hochschule Furtwangen ,H2781HK1 Herr Harald Kopp ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	16:28:42,2024.04.25	11:18:15
2000015311,SAP System via WEB GUI nicht erreichbar ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,1. Level , , ,2: hoch ,E0002 In Bearbeitung ,2024.04.24	18:00:26,H25011AS1 ,2024.04.24	19:06:32,H25011AS1 ,H25011 BK Deutzer Freiheit ,H25011AS1 Herr Alexander Salomon ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	18:00:26,2024.04.24	19:06:32
2000015312,Erreichbarkeit System S28 über Fiori ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0001 Neu ,2024.04.24	20:24:07,H2671TF1 ,2024.04.25	10:17:43,H2851US4 ,H2671 Hochschule Worms ,H2671TF1 Herr Thorsten Frank ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.24	20:24:07,2024.04.25	10:17:43
2000015313,Neue WebGui ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SON ,Sonstiges ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.24	21:58:13,H2908SK1 ,2024.04.25	09:16:52,H2851US4 ,H2908 Rudolf-Diesel-Fachschule Nürnberg ,H2908SK1 Frau Sandra Kroher ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.24	21:58:13,2024.04.25	09:16:52
2000015314,SAP Fiori Launchpad zu S77-331 nicht err,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.25	08:34:27,H2861HR1 ,2024.04.25	08:39:41,H2851FE1 ,H2861 Hochschule Augsburg ,H2861HR1 Herr Harald Röser ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.25	08:34:26,2024.04.25	08:39:08
2000015315,System nicht erreichbar! ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.25	08:37:37,H2414BG1 ,2024.04.25	08:42:51,H2851FE1 ,H2414 Berufskolleg Platz der Republik für Technik und Medien ,H2414BG1 Herr Benedikt Gau ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.25	08:37:37,2024.04.25	08:42:35
2000015316,Fallstudienproblemen in MM ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0009 Weitergeleitet ,2024.04.25	10:07:53,H2851US4 ,2024.04.25	10:59:42,H2851US4 ,H2861 Hochschule Augsburg ,H2861JG1 Frau Jana Görmer-Redding ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.25	10:07:52,2024.04.25	10:07:53
8000003886,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.01	17:25:42,SOLMAN_BTC ,2024.01.01	17:25:42,SOLMAN_BTC , , , ,,2024.01.01	17:25:42,2024.01.01	17:25:42
8000003887,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.02	17:25:45,SOLMAN_BTC ,2024.01.02	17:25:45,SOLMAN_BTC , , , ,,2024.01.02	17:25:45,2024.01.02	17:25:45
8000003888,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.03	17:25:44,SOLMAN_BTC ,2024.01.03	17:25:45,SOLMAN_BTC , , , ,,2024.01.03	17:25:44,2024.01.03	17:25:44
8000003889,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.04	17:25:57,SOLMAN_BTC ,2024.01.04	17:25:57,SOLMAN_BTC , , , ,,2024.01.04	17:25:57,2024.01.04	17:25:57
8000003890,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.05	17:25:47,SOLMAN_BTC ,2024.01.05	17:25:48,SOLMAN_BTC , , , ,,2024.01.05	17:25:47,2024.01.05	17:25:47
8000003891,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.06	17:25:46,SOLMAN_BTC ,2024.01.06	17:25:47,SOLMAN_BTC , , , ,,2024.01.06	17:25:47,2024.01.06	17:25:47
8000003892,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.07	17:25:42,SOLMAN_BTC ,2024.01.07	17:25:42,SOLMAN_BTC , , , ,,2024.01.07	17:25:42,2024.01.07	17:25:42
8000003893,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.08	17:25:58,SOLMAN_BTC ,2024.01.08	17:25:58,SOLMAN_BTC , , , ,,2024.01.08	17:25:58,2024.01.08	17:25:58
8000003894,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.09	17:27:37,SOLMAN_BTC ,2024.01.09	17:27:38,SOLMAN_BTC , , , ,,2024.01.09	17:27:37,2024.01.09	17:27:37
8000003895,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.10	17:26:07,SOLMAN_BTC ,2024.01.10	17:26:08,SOLMAN_BTC , , , ,,2024.01.10	17:26:07,2024.01.10	17:26:07
8000003896,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.11	17:26:01,SOLMAN_BTC ,2024.01.11	17:26:01,SOLMAN_BTC , , , ,,2024.01.11	17:26:01,2024.01.11	17:26:01
8000003897,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.12	17:26:17,SOLMAN_BTC ,2024.01.12	17:26:18,SOLMAN_BTC , , , ,,2024.01.12	17:26:18,2024.01.12	17:26:18
8000003898,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.13	17:26:12,SOLMAN_BTC ,2024.01.13	17:26:13,SOLMAN_BTC , , , ,,2024.01.13	17:26:12,2024.01.13	17:26:12
8000003899,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.14	17:25:40,SOLMAN_BTC ,2024.01.14	17:25:40,SOLMAN_BTC , , , ,,2024.01.14	17:25:40,2024.01.14	17:25:40
8000003900,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.15	17:26:12,SOLMAN_BTC ,2024.01.15	17:26:12,SOLMAN_BTC , , , ,,2024.01.15	17:26:12,2024.01.15	17:26:12
8000003901,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.16	17:26:26,SOLMAN_BTC ,2024.01.16	17:26:26,SOLMAN_BTC , , , ,,2024.01.16	17:26:26,2024.01.16	17:26:26
8000003902,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.17	17:26:01,SOLMAN_BTC ,2024.01.17	17:26:02,SOLMAN_BTC , , , ,,2024.01.17	17:26:02,2024.01.17	17:26:02
8000003903,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.18	17:25:41,SOLMAN_BTC ,2024.01.18	17:25:41,SOLMAN_BTC , , , ,,2024.01.18	17:25:41,2024.01.18	17:25:41
8000003904,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.19	17:25:42,SOLMAN_BTC ,2024.01.19	17:25:43,SOLMAN_BTC , , , ,,2024.01.19	17:25:42,2024.01.19	17:25:42
8000003905,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.20	17:26:20,SOLMAN_BTC ,2024.01.20	17:26:26,SOLMAN_BTC , , , ,,2024.01.20	17:26:22,2024.01.20	17:26:22
8000003906,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.21	17:26:02,SOLMAN_BTC ,2024.01.21	17:26:03,SOLMAN_BTC , , , ,,2024.01.21	17:26:02,2024.01.21	17:26:02
8000003907,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.22	17:26:05,SOLMAN_BTC ,2024.01.22	17:26:05,SOLMAN_BTC , , , ,,2024.01.22	17:26:05,2024.01.22	17:26:05
8000003908,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.23	17:25:44,SOLMAN_BTC ,2024.01.23	17:25:45,SOLMAN_BTC , , , ,,2024.01.23	17:25:44,2024.01.23	17:25:44
8000003909,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.24	17:25:15,SOLMAN_BTC ,2024.01.24	17:25:15,SOLMAN_BTC , , , ,,2024.01.24	17:25:15,2024.01.24	17:25:15
8000003910,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.25	17:25:19,SOLMAN_BTC ,2024.01.25	17:25:19,SOLMAN_BTC , , , ,,2024.01.25	17:25:19,2024.01.25	17:25:19
8000003911,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.26	17:25:15,SOLMAN_BTC ,2024.01.26	17:25:16,SOLMAN_BTC , , , ,,2024.01.26	17:25:15,2024.01.26	17:25:15
8000003912,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.27	17:25:16,SOLMAN_BTC ,2024.01.27	17:25:16,SOLMAN_BTC , , , ,,2024.01.27	17:25:16,2024.01.27	17:25:16
8000003913,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.28	17:25:19,SOLMAN_BTC ,2024.01.28	17:25:20,SOLMAN_BTC , , , ,,2024.01.28	17:25:20,2024.01.28	17:25:20
8000003914,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.29	17:25:25,SOLMAN_BTC ,2024.01.29	17:25:25,SOLMAN_BTC , , , ,,2024.01.29	17:25:25,2024.01.29	17:25:25
8000003915,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.30	17:25:20,SOLMAN_BTC ,2024.01.30	17:25:21,SOLMAN_BTC , , , ,,2024.01.30	17:25:20,2024.01.30	17:25:20
8000003916,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.01.31	17:25:23,SOLMAN_BTC ,2024.01.31	17:25:23,SOLMAN_BTC , , , ,,2024.01.31	17:25:23,2024.01.31	17:25:23
8000003917,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.01	17:25:22,SOLMAN_BTC ,2024.02.01	17:25:22,SOLMAN_BTC , , , ,,2024.02.01	17:25:22,2024.02.01	17:25:22
8000003918,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.02	17:25:21,SOLMAN_BTC ,2024.02.02	17:25:22,SOLMAN_BTC , , , ,,2024.02.02	17:25:22,2024.02.02	17:25:22
8000003919,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.03	17:25:22,SOLMAN_BTC ,2024.02.03	17:25:22,SOLMAN_BTC , , , ,,2024.02.03	17:25:22,2024.02.03	17:25:22
8000003920,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.04	17:25:24,SOLMAN_BTC ,2024.02.04	17:25:25,SOLMAN_BTC , , , ,,2024.02.04	17:25:24,2024.02.04	17:25:24
8000003921,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.05	17:25:15,SOLMAN_BTC ,2024.02.05	17:25:16,SOLMAN_BTC , , , ,,2024.02.05	17:25:15,2024.02.05	17:25:15
8000003922,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.06	17:25:30,SOLMAN_BTC ,2024.02.06	17:25:31,SOLMAN_BTC , , , ,,2024.02.06	17:25:31,2024.02.06	17:25:31
8000003923,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.07	17:25:26,SOLMAN_BTC ,2024.02.07	17:25:26,SOLMAN_BTC , , , ,,2024.02.07	17:25:26,2024.02.07	17:25:26
8000003924,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.08	17:25:18,SOLMAN_BTC ,2024.02.08	17:25:18,SOLMAN_BTC , , , ,,2024.02.08	17:25:18,2024.02.08	17:25:18
8000003925,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.09	17:25:32,SOLMAN_BTC ,2024.02.09	17:25:33,SOLMAN_BTC , , , ,,2024.02.09	17:25:33,2024.02.09	17:25:33
8000003926,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.10	17:25:40,SOLMAN_BTC ,2024.02.10	17:25:43,SOLMAN_BTC , , , ,,2024.02.10	17:25:41,2024.02.10	17:25:41
8000003927,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.11	17:25:30,SOLMAN_BTC ,2024.02.11	17:25:31,SOLMAN_BTC , , , ,,2024.02.11	17:25:31,2024.02.11	17:25:31
8000003928,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.12	17:25:33,SOLMAN_BTC ,2024.02.12	17:25:34,SOLMAN_BTC , , , ,,2024.02.12	17:25:34,2024.02.12	17:25:34
8000003929,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.13	17:25:18,SOLMAN_BTC ,2024.02.13	17:25:20,SOLMAN_BTC , , , ,,2024.02.13	17:25:18,2024.02.13	17:25:18
8000003930,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.14	17:25:13,SOLMAN_BTC ,2024.02.14	17:25:14,SOLMAN_BTC , , , ,,2024.02.14	17:25:13,2024.02.14	17:25:13
8000003931,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.15	17:25:40,SOLMAN_BTC ,2024.02.15	17:25:41,SOLMAN_BTC , , , ,,2024.02.15	17:25:40,2024.02.15	17:25:40
8000003932,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.16	17:25:34,SOLMAN_BTC ,2024.02.16	17:25:34,SOLMAN_BTC , , , ,,2024.02.16	17:25:34,2024.02.16	17:25:34
8000003933,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.17	17:25:30,SOLMAN_BTC ,2024.02.17	17:25:30,SOLMAN_BTC , , , ,,2024.02.17	17:25:30,2024.02.17	17:25:30
8000003934,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.18	17:25:36,SOLMAN_BTC ,2024.02.18	17:25:37,SOLMAN_BTC , , , ,,2024.02.18	17:25:37,2024.02.18	17:25:37
8000003935,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.19	17:25:45,SOLMAN_BTC ,2024.02.19	17:25:46,SOLMAN_BTC , , , ,,2024.02.19	17:25:46,2024.02.19	17:25:46
8000003936,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.20	17:25:38,SOLMAN_BTC ,2024.02.20	17:25:38,SOLMAN_BTC , , , ,,2024.02.20	17:25:38,2024.02.20	17:25:38
8000003937,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.21	17:25:38,SOLMAN_BTC ,2024.02.21	17:25:38,SOLMAN_BTC , , , ,,2024.02.21	17:25:38,2024.02.21	17:25:38
8000003938,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.22	17:25:41,SOLMAN_BTC ,2024.02.22	17:25:41,SOLMAN_BTC , , , ,,2024.02.22	17:25:41,2024.02.22	17:25:41
8000003939,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.23	17:25:39,SOLMAN_BTC ,2024.02.23	17:25:40,SOLMAN_BTC , , , ,,2024.02.23	17:25:39,2024.02.23	17:25:39
8000003940,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.24	17:25:40,SOLMAN_BTC ,2024.02.24	17:25:40,SOLMAN_BTC , , , ,,2024.02.24	17:25:40,2024.02.24	17:25:40
8000003941,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.25	17:25:26,SOLMAN_BTC ,2024.02.25	17:25:28,SOLMAN_BTC , , , ,,2024.02.25	17:25:27,2024.02.25	17:25:27
